fy,dept,department_title,char_,character_title,sub_obj,sub_obj_title,doc_ref_no_prefix,doc_ref_no_prefix_definition,total_transaction_amount
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",561,AUTO  MOTOR VEHICLE 0561,PVXX,payment voucher,7193240.03
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",562,DEMOLITION INJURIES 0562,PVXX,payment voucher,65000
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",563,HIGHWAY FALLS 0563,PVXX,payment voucher,6114384.38
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",564,SIDEWALK FALLS 0564,PVXX,payment voucher,12087188.68
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",568,INDEMNITY CLAIMS 0568,PVXX,payment voucher,45000
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",569,OTHER NONAUTOMOTIVE 0569,PVXX,payment voucher,3343684
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",570,PROPERTY DAMAGE 0570,PVXX,payment voucher,137000
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",571,AUTO  MOTOR VEHICLE 0571,PVXX,payment voucher,148288.04
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",572,DEMOLITION DAMAGES 0572,PVXX,payment voucher,11000
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",574,WATER MAIN BREAKS 0574,PVXX,payment voucher,909430.14
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",575,CLOGGED SEWERS 0575,PVXX,payment voucher,121414
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",576,OTHER WATER CASES 0576,PVXX,payment voucher,39055.42
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",578,POTHOLE DAMAGES 0578,PVXX,payment voucher,158795
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",579,OTHER NONAUTOMOTIVE 0579,PVXX,payment voucher,8054.8
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",581,CIVIL RIGHTS                        0581,,,127114.5
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",581,CIVIL RIGHTS 0581,PVXX,payment voucher,13671159.5
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",583,CONTRACT CLAIMSCITY BREACH CONTRCT 0583,PVXX,payment voucher,702720
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",584,EMPLOYEE CLAIMS  NOT WORKMAN COMP 0584,PVXX,payment voucher,454070.96
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",588,CIVIL RIGHTS  ATTORNEY FEES 0588,PVXX,payment voucher,1356355.24
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",589,OTHER MISCELLANEOUS CLAIMS 0589,PVXX,payment voucher,1532802.3
2017,35,35 DIRECTOR OF FINANCE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",590,INTEREST ON EMPLOYEE BACK PAY AWARD 0590,PVXX,payment voucher,2780.82
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,0603P,PROF SRV  LANDSCAPING 0603P,PVMD,professional services,5522.26
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,0610P,PROF SRVINTERIOR GEN'L CONSTRCT 0610P,PVMD,professional services,18037.5
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,0617P,PROF SRVELECT CONTROL EQUIP/WIRING0617P,PVMD,professional services,510
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,0638P,PROF SRVPARKNG FACIL/GARAGES/LOTS 0638P,PVMD,professional services,1544.7
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,0640P,PROF SRVPLAYGROUND IMPS/EQUIP 0640P,PVMD,professional services,10612.5
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,0642P,PROF SRVRECREATIONAL FIELD LIGHTS 0642P,PVMD,professional services,1250
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,0643P,PROF SRVRECREATION PLAYFIELD IMPS 0643P,PVMD,professional services,1417.5
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,0672P,PROF SRVBRIDGE RECONSTRUCT & IMPS 0672P,PVMD,professional services,68789.14
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,0699P,PROF SVCMISCELLANEOUS 0699P,PVMD,professional services,73665
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,606,TREE REMOVAL WITH/WITHOUT PLANTING 0606,VCXX,procurement,430
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,609,SITE CONSERVATION/MOWING/TRASH/FENC 0609,VCXX,procurement,28483.74
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,610,INTERIORGEN BUILDING CONSTRUCTION 0610,PVMD,professional services,606423.23
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,610,INTERIORGEN BUILDING CONSTRUCTION 0610,VCXX,procurement,97950
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,611,ROOFING RECONSTRUCTION & MATERIALS 0611,VCXX,procurement,295434.62
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,612,HVAC 0612,VCXX,procurement,125366.89
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,613,BOILER REPLACEMENT 0613,VCXX,procurement,12402.48
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,617,ELECTRICAL CONTROL EQUIPMENT/WIRING 0617,PVMD,professional services,36205
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,617,ELECTRICAL CONTROL EQUIPMENT/WIRING 0617,VCXX,procurement,141744.81
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,630,EXTERIORGEN BUILDING CONSTRUCTION 0630,PVMD,professional services,62454.15
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,630,EXTERIORGEN BUILDING CONSTRUCTION 0630,VCXX,procurement,103189.17
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,631,CONCRETE OR MASONRY IMPROVEMENTS 0631,VCXX,procurement,5007.85
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,635,STATIONARY SEATING BENCHES BLEACHER 0635,VCXX,procurement,8065
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,638,PARKING FACILITIES  GARAGES & LOTS 0638,VCXX,procurement,176629.52
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,639,STRUCTURES OTHER THAN BUILDINGS 0639,PVXX,payment voucher,500000
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,639,STRUCTURES OTHER THAN BUILDINGS 0639,VCXX,procurement,5578.23
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,640,PLAYGROUND IMPROVEMENTS/EQUIPMENT 0640,PVMD,professional services,496539.23
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,640,PLAYGROUND IMPROVEMENTS/EQUIPMENT 0640,PVXX,payment voucher,21772.1
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,640,PLAYGROUND IMPROVEMENTS/EQUIPMENT 0640,VCXX,procurement,124193.51
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,642,RECREATIONAL FIELD LIGHTS 0642,VCXX,procurement,956.42
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,643,RECREATION PLAY FIELD IMPROVEMENTS 0643,VCXX,procurement,53804.93
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,646,SPRAYGROUNDS 0646,VCXX,procurement,53251
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,660,ASBESTOS REMOVAL 0660,VCXX,procurement,42132.33
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,670,NEW OR RECONSTRUCTED STREETS 0670,VCXX,procurement,724609.78
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,671,CURBS & SIDEWALKS 0671,VCXX,procurement,25825.19
2017,35,35 DIRECTOR OF FINANCE,6,06 REAL PROPERTY,677,STREETS LIGHTING 0677,VCXX,procurement,77425.24
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,205,REFUSE/GARBAGE/SILT/SLUDGE REMOVAL 0205,VCXX,procurement,292.3
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,209,TELEPHONE 0209,VCXX,procurement,3729.88
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,210,POSTAGE 0210,PCXX,petty cash,53.47
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,210,POSTAGE 0210,PVXX,payment voucher,6842011
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,210,POSTAGE 0210,VCXX,procurement,701.28
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PCXX,petty cash,1205
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PVTR,American Express travel vouchers,5484.56
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PVXX,payment voucher,16830.01
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFFSHELF COMP SOFTWARE 0216,PCXX,petty cash,240
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFFSHELF COMP SOFTWARE 0216,VCXX,procurement,83580.15
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,230,MEALSNONTRAVEL & OFFICL ENTERTAIN 0230,PCXX,petty cash,833.95
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,240,ADVERTISING/PROMOTIONAL ACTIVITIES 0240,PCXX,petty cash,2574
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,240,ADVERTISING/PROMOTIONAL ACTIVITIES 0240,PVXX,payment voucher,1187.24
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,PCXX,petty cash,53282.83
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,PVMD,professional services,9812797.37
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,PVXX,payment voucher,40969.12
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,VCXX,procurement,61168.63
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,251,INFORMATION TECHNOLOGYPROF SERVICE 0251,PVMD,professional services,171285
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,251,INFORMATION TECHNOLOGYPROF SERVICE 0251,PVXX,payment voucher,2635
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,255,DUES 0255,PCXX,petty cash,2989.5
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,255,DUES 0255,PVXX,payment voucher,32744
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,PCXX,petty cash,1267
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,PVXX,payment voucher,7752
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,258,COURT REPORTERS 0258,VCXX,procurement,6108.94
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES 0260,PCXX,petty cash,987.85
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES 0260,PVXX,payment voucher,6593.7
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES 0260,VCXX,procurement,523394.44
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,266,MAINT/SUPPORTCOMPUTR HARDWARE/SOFT 0266,PVXX,payment voucher,436.23
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,266,MAINT/SUPPORTCOMPUTR HARDWARE/SOFT 0266,VCXX,procurement,25093.23
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,282,RENT/LEASEPURCHASE COMPUTER EQUIP 0282,VCXX,procurement,1315.05
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,285,RENTS 0285,PCXX,petty cash,66.66
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,285,RENTS 0285,PVXX,payment voucher,4202.51
2017,36,36 REVENUE,2,02 PURCHASE OF SERVICES,285,RENTS 0285,VCXX,procurement,31299.44
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS 0304,PCXX,petty cash,2951.26
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS 0304,PVXX,payment voucher,8043.5
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS 0304,VCXX,procurement,3538.5
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,305,BUILDING AND CONSTRUCTION 0305,VCXX,procurement,1293.47
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL 0308,PCXX,petty cash,170.63
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL 0308,VCXX,procurement,2610.34
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION 0310,PCXX,petty cash,153.33
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION 0310,VCXX,procurement,220.21
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,316,GENERAL HARDWARE AND MINOR TOOLS 0316,PCXX,petty cash,447.33
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,316,GENERAL HARDWARE AND MINOR TOOLS 0316,VCXX,procurement,249.3
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,317,HOSPITAL AND LABORATORY 0317,VCXX,procurement,850
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,318,JANITORIAL LAUNDRY AND HOUSEHOLD 0318,VCXX,procurement,1496.82
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,PCXX,petty cash,12828.24
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,PVXX,payment voucher,146.35
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,VCXX,procurement,429973.46
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,324,PRECISION PHOTOGRAPHIC AND ARTISTS 0324,PCXX,petty cash,707.75
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,324,PRECISION PHOTOGRAPHIC AND ARTISTS 0324,VCXX,procurement,26255.23
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,325,PRINTING 0325,PCXX,petty cash,162.4
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,325,PRINTING 0325,PVXX,payment voucher,650
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,325,PRINTING 0325,VCXX,procurement,232971.81
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,326,RECREATIONAL AND EDUCATIONAL 0326,VCXX,procurement,2858.59
2017,36,36 REVENUE,3,03 MATERIALS AND SUPPLIES,335,LUBRICANTS 0335,PCXX,petty cash,9.58
2017,36,36 REVENUE,4,04 EQUIPMENT,403,BAKESHOP DINING ROOM AND KITCHEN 0403,PCXX,petty cash,648.93
2017,36,36 REVENUE,4,04 EQUIPMENT,410,ELECTRICAL LIGHTING COMMUNICATION 0410,PCXX,petty cash,480.71
2017,36,36 REVENUE,4,04 EQUIPMENT,410,ELECTRICAL LIGHTING COMMUNICATION 0410,VCXX,procurement,21230.17
2017,36,36 REVENUE,4,04 EQUIPMENT,418,JANITORIAL AND LAUNDRY 0418,VCXX,procurement,119.7
2017,36,36 REVENUE,4,04 EQUIPMENT,424,PRECISION PHOTOGRAPHIC AND ARTIST 0424,VCXX,procurement,875
2017,36,36 REVENUE,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS 0427,PCXX,petty cash,368.23
2017,36,36 REVENUE,4,04 EQUIPMENT,427,COMPUTER EQUIPMENT & PERIPHERALS 0427,VCXX,procurement,62510.92
2017,36,36 REVENUE,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS 0430,VCXX,procurement,156085.53
2017,36,36 REVENUE,4,04 EQUIPMENT,440,UNDISTRIBUTED AIRPORT AID 0440,PCXX,petty cash,2.07
2017,36,36 REVENUE,5,"05 CONTRIBUTIONS,INDEMNITIES,REFDS,TAXES",504,MERITORIOUS AWARDS 0504,PCXX,petty cash,120.45
2017,37,37 SINKING FUND COMMISSION,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,PVXX,payment voucher,10500
2017,37,37 SINKING FUND COMMISSION,2,02 PURCHASE OF SERVICES,281,LEASE PAYMENTSPHILA MUNICIPAL AUTH 0281,PVXX,payment voucher,24023598.32
2017,37,37 SINKING FUND COMMISSION,2,02 PURCHASE OF SERVICES,285,RENTS                               0285,,,5772794.92
2017,37,37 SINKING FUND COMMISSION,2,02 PURCHASE OF SERVICES,285,RENTS 0285,PVXX,payment voucher,73654904.37
2017,37,37 SINKING FUND COMMISSION,7,07 DEBT SERVICE,701,INTEREST ON CITY DEBT -- LONG-TERM  0701,,,12849683.31
2017,37,37 SINKING FUND COMMISSION,7,07 DEBT SERVICE,701,INTEREST ON CITY DEBT  LONGTERM 0701,PVXX,payment voucher,191965786.22
2017,37,37 SINKING FUND COMMISSION,7,07 DEBT SERVICE,702,PRINCIPAL PAYMENTS ON CITY DEBT-L/T 0702,,,3292599.53
2017,37,37 SINKING FUND COMMISSION,7,07 DEBT SERVICE,702,PRINCIPAL PAYMENTS ON CITY DEBTL/T 0702,PVXX,payment voucher,252849368.41
2017,37,37 SINKING FUND COMMISSION,7,07 DEBT SERVICE,703,INTEREST ON CITY DEBT  SHORTTERM 0703,PVXX,payment voucher,2443764.49
2017,37,37 SINKING FUND COMMISSION,7,07 DEBT SERVICE,704,SINKING FUND RESERVE PAYMENT 0704,PVXX,payment voucher,245115.79
2017,37,37 SINKING FUND COMMISSION,7,07 DEBT SERVICE,705,COMMITMENT FEE EXPENSE              0705,,,322959.1
2017,37,37 SINKING FUND COMMISSION,7,07 DEBT SERVICE,705,COMMITMENT FEE EXPENSE 0705,PVXX,payment voucher,4051718.77
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,209,TELEPHONE 0209,VCXX,procurement,281.46
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,210,POSTAGE 0210,PCXX,petty cash,24.78
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,210,POSTAGE 0210,VCXX,procurement,2040.69
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PVTR,American Express travel vouchers,750.2
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,RPXX,reimbursable expense vouchers for City employees,213.5
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,230,MEALSNONTRAVEL & OFFICL ENTERTAIN 0230,PCXX,petty cash,154
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,240,ADVERTISING/PROMOTIONAL ACTIVITIES 0240,PVXX,payment voucher,3182613.33
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,240,ADVERTISING/PROMOTIONAL ACTIVITIES 0240,RPXX,reimbursable expense vouchers for City employees,786.69
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,PVMD,professional services,9591.21
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,VCXX,procurement,2334
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,251,INFORMATION TECHNOLOGYPROF SERVICE 0251,PVMD,professional services,52261.5
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,255,DUES 0255,PVXX,payment voucher,35965
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,255,DUES 0255,RPXX,reimbursable expense vouchers for City employees,1098
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,PCXX,petty cash,190
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,PVXX,payment voucher,4230
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,256,SEMINAR AND TRAINING SESSIONS 0256,RPXX,reimbursable expense vouchers for City employees,930.08
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,258,COURT REPORTERS 0258,VCXX,procurement,702.42
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,260,REPAIR AND MAINTENANCE CHARGES 0260,VCXX,procurement,1990
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,285,RENTS 0285,VCXX,procurement,2920.63
2017,38,38 PROCUREMENT,2,02 PURCHASE OF SERVICES,299,OTHER EXPENSES NOT OTHRWSE CLSSFD 0299,RPXX,reimbursable expense vouchers for City employees,714
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,300,MATERIALS & SUPPLIES CONTROL 0300,VCXX,procurement,3415.66
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,304,BOOKS AND OTHER PUBLICATIONS 0304,PVXX,payment voucher,273.52
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,306,LIBRARY MATERIALS 0306,PVXX,payment voucher,273.52
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,308,DRY GOODS/NOTIONS/WEARING APPAREL 0308,VCXX,procurement,584.43
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,310,ELECTRICAL AND COMMUNICATION 0310,VCXX,procurement,111.56
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,312,FIRE FIGHTING AND SAFETY 0312,VCXX,procurement,225.39
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,318,JANITORIAL LAUNDRY AND HOUSEHOLD 0318,VCXX,procurement,122.92
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,PCXX,petty cash,58.02
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,PVXX,payment voucher,88.9
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,320,OFFICE MATERIALS AND SUPPLIES 0320,VCXX,procurement,13884.93
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,324,PRECISION PHOTOGRAPHIC AND ARTISTS 0324,VCXX,procurement,2364.81
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,325,PRINTING 0325,RPXX,reimbursable expense vouchers for City employees,417.92
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,325,PRINTING 0325,VCXX,procurement,653
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,326,RECREATIONAL AND EDUCATIONAL 0326,VCXX,procurement,1370
2017,38,38 PROCUREMENT,3,03 MATERIALS AND SUPPLIES,399,OTHER MATERIALS AND SUPPLIES NOC 0399,PCXX,petty cash,121.45
2017,38,38 PROCUREMENT,4,04 EQUIPMENT,420,OFFICE EQUIPMENT 0420,VCXX,procurement,17772
2017,38,38 PROCUREMENT,4,04 EQUIPMENT,430,FURNITURE AND FURNISHINGS 0430,VCXX,procurement,8893.34
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,209,TELEPHONE 0209,PVMD,professional services,69891.98
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,209,TELEPHONE 0209,PVXX,payment voucher,22511.95
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,209,TELEPHONE 0209,VCXX,procurement,14574961.15
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,210,POSTAGE 0210,VCXX,procurement,688
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PCXX,petty cash,569.46
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,PVTR,American Express travel vouchers,10176.71
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,211,TRANSPORTATION 0211,RPXX,reimbursable expense vouchers for City employees,7944.22
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFFSHELF COMP SOFTWARE 0216,PVXX,payment voucher,557968.16
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,216,COMMERCIAL OFFSHELF COMP SOFTWARE 0216,VCXX,procurement,7307094.3
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,220,ELECTRIC CURRENTSTRUCTURES/STREETS 0220,VCXX,procurement,173450.58
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,230,MEALSNONTRAVEL & OFFICL ENTERTAIN 0230,PCXX,petty cash,25
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,230,MEALSNONTRAVEL & OFFICL ENTERTAIN 0230,RPXX,reimbursable expense vouchers for City employees,86
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,240,ADVERTISING/PROMOTIONAL ACTIVITIES 0240,PVXX,payment voucher,2500
2017,4,04 MDO-OFFICE OF TECHNOLOGY,2,02 PURCHASE OF SERVICES,250,PROFESSIONAL CONSULT/SPEC SERVICES 0250,PVMD,professional services,155222.01
